mobid,mob_level,"flags",hp,mp,hp_recovery,mp_recovery,explode_hp,experience,link,summon_type,knockback,fixed_damage,death_buff,death_after,traction,damaged_by_skill_only,damaged_by_mob_only,drop_item_period,hp_bar_color,hp_bar_bg_color,carnival_points,physical_attack,physical_defense,magical_attack,magical_defense,accuracy,avoidability,speed,chase_speed,"ice_modifier","fire_modifier","poison_modifier","lightning_modifier","holy_modifier","nonelemental_modifier"
4230122,42,"",2100,120,30,2,0,99,4230105,1,100,0,0,0,0.0,0,0,0,0,0,0,135,120,145,120,150,10,0,0,"normal","weak","normal","normal","normal","normal"
4230123,43,"",2400,150,0,0,0,103,0,1,100,0,0,0,10.0,0,0,0,0,0,0,130,140,155,172,160,15,-20,-20,"normal","strong","normal","strong","normal","normal"
4230124,42,"",2300,150,0,0,0,102,0,1,100,0,0,0,10.0,0,0,0,0,0,0,130,120,150,160,170,20,-20,-20,"strong","strong","normal","normal","normal","normal"
4230125,44,"undead",2450,0,0,0,0,107,0,1,100,0,0,0,10.0,0,0,0,0,0,0,140,170,0,190,120,18,20,20,"normal","normal","normal","normal","weak","normal"
4230126,47,"undead",2750,0,0,0,0,117,0,1,100,0,0,0,10.0,0,0,0,0,0,0,145,175,0,195,130,18,20,20,"normal","normal","normal","normal","weak","normal"
4230200,40,"flying",1900,120,0,0,0,95,0,1,0,0,0,0,10.0,0,0,0,0,0,0,100,130,135,160,150,18,0,0,"normal","strong","weak","normal","normal","normal"
4230201,40,"flying",1910,130,0,0,0,97,0,1,0,0,0,0,10.0,0,0,0,0,0,0,120,140,140,100,150,18,0,0,"normal","strong","strong","normal","normal","normal"
4230300,45,"",2600,170,0,0,0,110,0,1,150,0,0,0,10.0,0,0,0,0,0,0,150,100,155,180,190,20,0,0,"strong","weak","normal","normal","normal","normal"
4230400,45,"",2650,0,0,0,0,115,0,1,1700,0,0,0,10.0,0,0,0,0,0,0,150,350,0,350,195,20,20,20,"normal","normal","normal","normal","normal","normal"
4230500,40,"",1900,125,0,0,0,95,0,1,150,0,0,0,10.0,0,0,0,0,0,0,110,135,0,100,150,15,-20,-20,"normal","normal","normal","normal","normal","normal"
4230501,41,"",2000,150,0,0,0,99,0,1,150,0,0,0,10.0,0,0,0,0,0,0,125,120,0,150,150,15,-20,-20,"normal","normal","normal","normal","normal","normal"
4230502,43,"",2400,150,0,0,0,103,0,1,150,0,0,0,10.0,0,0,0,0,0,0,130,130,0,160,150,15,-20,-20,"normal","normal","normal","normal","normal","normal"
4230503,45,"",2550,0,0,0,0,110,0,1,250,0,0,0,10.0,0,0,0,0,0,0,135,170,0,150,200,20,-20,-20,"normal","normal","normal","normal","normal","normal"
4230504,45,"",2550,0,0,0,0,110,0,1,250,0,0,0,10.0,0,0,0,0,0,0,135,150,0,160,200,20,-20,-20,"normal","normal","normal","normal","normal","normal"
4230505,47,"",2700,100,0,0,0,117,0,1,250,0,0,0,10.0,0,0,0,0,0,0,140,155,0,160,130,18,-30,-30,"normal","normal","normal","normal","normal","normal"
4230506,48,"",2800,100,0,0,0,123,0,1,250,0,0,0,10.0,0,0,0,0,0,0,145,165,0,170,140,20,-30,-30,"normal","normal","normal","normal","normal","normal"
4230600,40,"",1800,100,0,0,0,95,0,1,100,0,0,0,10.0,0,0,0,0,0,0,120,160,0,160,150,17,-50,-50,"weak","weak","normal","normal","normal","normal"
4240000,49,"",9000,220,0,0,0,580,0,1,0,0,0,0,10.0,0,0,0,0,0,0,140,140,180,250,140,25,-60,-60,"strong","strong","normal","strong","strong","normal"
4250000,42,"",2400,100,0,0,0,102,0,1,200,0,0,0,10.0,0,0,0,0,0,0,130,110,0,100,120,12,-60,-60,"normal","normal","normal","normal","normal","normal"
4250001,46,"",2600,0,0,0,0,112,0,1,500,0,0,0,10.0,0,0,0,0,0,0,130,300,0,300,130,15,-50,-50,"normal","normal","normal","normal","normal","normal"
4300000,40,"cannot_damage_player,player_cannot_damage",1,100,0,0,0,0,0,1,300,0,0,0,10.0,0,0,0,0,0,0,130,150,0,150,110,18,-20,-20,"normal","normal","normal","normal","normal","normal"
4300001,40,"auto_aggro",1800,200,0,0,0,110,0,1,300,0,0,0,10.0,0,0,0,0,0,0,130,150,140,160,110,18,-20,-20,"normal","normal","normal","normal","normal","normal"
4300002,41,"cannot_damage_player,player_cannot_damage",1,210,0,0,0,0,0,1,300,0,0,0,10.0,0,0,0,0,0,0,135,155,145,165,115,19,-20,-20,"normal","normal","normal","normal","normal","normal"
4300003,41,"auto_aggro",1900,210,0,0,0,115,0,1,300,0,0,0,10.0,0,0,0,0,0,0,135,155,145,165,115,19,-20,-20,"normal","normal","normal","normal","normal","normal"
4300004,42,"cannot_damage_player,player_cannot_damage",1,220,0,0,0,0,0,1,300,0,0,0,10.0,0,0,0,0,0,0,140,160,150,170,120,20,-20,-20,"normal","normal","normal","normal","normal","normal"
4300005,42,"auto_aggro",2000,220,0,0,0,120,0,1,300,0,0,0,10.0,0,0,0,0,0,0,140,160,150,170,120,20,-20,-20,"normal","normal","normal","normal","normal","normal"
4300006,43,"",2300,0,0,0,0,122,0,0,330,0,0,0,10.0,0,0,0,0,0,0,140,160,0,170,120,20,10,10,"normal","normal","normal","normal","normal","normal"
4300007,44,"",2400,250,0,0,0,125,0,0,350,0,0,0,10.0,0,0,0,0,0,0,145,165,155,180,125,21,0,0,"normal","normal","normal","normal","normal","normal"
4300008,45,"",2500,250,0,0,0,128,0,0,300,0,0,0,10.0,0,0,0,0,0,0,150,170,160,185,130,21,-40,-40,"normal","normal","normal","normal","normal","normal"
4300009,46,"",2600,0,0,0,0,130,0,0,400,0,0,0,10.0,0,0,0,0,0,0,150,170,0,185,135,21,-20,-20,"normal","normal","normal","normal","normal","normal"
4300010,47,"",2700,250,0,0,0,133,0,0,400,0,0,0,10.0,0,0,0,0,0,0,155,175,165,190,135,21,-20,-20,"normal","normal","normal","normal","normal","normal"
4300011,48,"",2800,250,0,0,0,138,0,0,450,0,0,0,10.0,0,0,0,0,0,0,160,180,170,195,140,22,-20,-20,"normal","normal","normal","normal","normal","normal"
4300012,49,"",3000,250,0,0,0,143,0,0,450,0,0,0,10.0,0,0,0,0,0,0,165,185,175,200,145,23,-20,-20,"normal","normal","normal","normal","normal","normal"
4300013,49,"boss",250000,50000,0,1000,0,1700,0,1,1000,0,0,0,10.0,0,0,0,3,5,0,200,250,230,280,160,22,20,20,"normal","normal","normal","normal","normal","normal"
4300014,47,"",2700,250,0,0,0,150,4300010,0,400,0,0,0,10.0,0,0,0,0,0,0,155,175,165,190,135,21,-20,-20,"normal","normal","normal","normal","normal","normal"
4300015,48,"",2800,250,0,0,0,180,4300011,0,450,0,0,0,10.0,0,0,0,0,0,0,160,180,170,195,140,22,-20,-20,"normal","normal","normal","normal","normal","normal"
4300016,49,"",3000,250,0,0,0,190,4300012,0,450,0,0,0,10.0,0,0,0,0,0,0,165,185,175,200,145,23,-20,-20,"normal","normal","normal","normal","normal","normal"
4300017,40,"boss",1,100,0,0,0,0,0,1,100,0,0,15,10.0,0,0,0,0,0,0,20,20,0,30,90,500,-10,-10,"normal","normal","normal","normal","normal","normal"
5090000,56,"boss,undead",4800,200,0,0,0,180,0,0,400,0,0,1800,10.0,0,0,0,0,0,0,165,150,180,180,130,999,0,0,"normal","normal","normal","normal","normal","normal"
5090001,59,"boss",5600,200,0,0,0,220,0,0,600,0,0,1800,10.0,0,0,0,0,0,0,170,180,190,210,100,999,-50,-50,"normal","normal","normal","normal","normal","normal"
5100000,50,"",3700,20,0,0,0,135,0,1,1,0,0,0,10.0,0,0,0,0,0,0,150,170,0,180,120,25,-20,-20,"strong","weak","normal","normal","normal","normal"
5100001,50,"",3700,20,0,0,0,0,0,1,1,0,0,0,10.0,0,0,0,0,0,0,150,170,0,180,120,25,-20,-20,"strong","weak","normal","normal","normal","normal"
5100002,51,"",3600,42,0,0,1800,142,0,1,500,0,0,0,10.0,0,0,0,0,0,0,145,255,0,205,155,28,-10,-10,"weak","strong","normal","normal","normal","normal"
5100003,50,"",3800,40,0,0,0,140,0,1,650,0,0,0,10.0,0,0,0,0,0,0,170,150,0,180,100,28,0,0,"normal","normal","normal","normal","normal","normal"
5100004,56,"",4500,120,0,0,0,185,0,1,500,0,0,0,10.0,0,0,0,0,0,0,165,150,180,190,135,28,-20,-20,"normal","weak","normal","normal","weak","normal"
5100005,53,"",4500,160,0,0,0,165,0,1,450,0,0,0,10.0,0,0,0,0,0,0,185,185,0,215,140,25,-70,-70,"weak","strong","normal","normal","normal","normal"
5110300,50,"",3000,40,0,0,0,135,0,1,300,0,0,0,10.0,0,0,0,0,0,0,140,170,0,200,80,15,-20,-20,"normal","normal","normal","normal","normal","normal"
5110301,54,"",4400,160,0,0,0,168,0,1,400,0,0,0,10.0,0,0,0,0,0,0,155,180,0,215,150,18,-40,-40,"normal","normal","normal","normal","normal","normal"
5110302,58,"",5600,200,0,0,0,205,0,1,600,0,0,0,10.0,0,0,0,0,0,0,170,180,205,210,155,20,-30,-30,"normal","normal","normal","normal","normal","normal"
5120000,52,"",4000,200,0,5,0,155,0,1,500,0,0,0,10.0,0,0,0,0,0,0,160,125,170,265,130,22,-15,-15,"strong","strong","normal","strong","strong","normal"
5120001,53,"",4200,160,0,0,0,160,0,1,500,0,0,0,10.0,0,0,0,0,0,0,150,170,175,210,150,25,5,5,"weak","strong","normal","normal","normal","normal"
5120002,53,"",4200,160,0,0,0,160,0,1,500,0,0,0,10.0,0,0,0,0,0,0,150,170,175,210,150,25,5,5,"weak","normal","normal","strong","normal","normal"
5120003,53,"",4200,160,0,0,0,160,0,1,500,0,0,0,10.0,0,0,0,0,0,0,150,170,175,210,150,25,5,5,"strong","weak","normal","normal","normal","normal"
5120100,54,"boss",13500,170,0,0,0,980,0,1,300,0,0,0,10.0,0,0,0,0,0,0,170,280,180,280,140,20,-50,-50,"normal","normal","normal","normal","normal","normal"
5120500,56,"",4800,150,0,0,0,185,0,1,400,0,0,0,10.0,0,0,0,0,0,0,165,180,0,200,135,18,-30,10,"normal","normal","normal","normal","normal","normal"
5120501,53,"",4200,160,0,0,0,160,0,1,400,0,0,0,10.0,0,0,0,0,0,0,150,170,0,210,150,16,-20,-20,"normal","normal","normal","normal","normal","normal"
5120502,54,"",4400,160,0,0,0,168,0,1,400,0,0,0,10.0,0,0,0,0,0,0,155,180,0,215,150,18,-40,-40,"normal","normal","normal","normal","normal","normal"
5120503,50,"",3000,40,0,0,0,135,0,1,300,0,0,0,10.0,0,0,0,0,0,0,140,170,0,200,80,15,-50,-50,"normal","normal","normal","normal","normal","normal"
5120504,51,"",3200,40,0,0,0,142,0,1,300,0,0,0,10.0,0,0,0,0,0,0,170,200,0,160,85,18,-50,-50,"normal","normal","normal","normal","normal","normal"
5120505,58,"",5600,200,0,0,0,205,0,1,600,0,0,0,10.0,0,0,0,0,0,0,170,180,205,210,155,20,-30,-30,"normal","normal","weak","normal","normal","normal"
5120506,55,"",4500,150,0,0,0,175,0,1,400,0,0,0,10.0,0,0,0,0,0,0,155,150,0,220,150,20,-40,-40,"normal","normal","normal","normal","normal","normal"
5130100,50,"",3200,100,0,0,0,135,0,1,500,0,0,0,10.0,0,0,0,0,0,0,165,110,0,150,75,18,-10,-10,"normal","normal","normal","normal","normal","normal"
5130101,55,"",4000,120,0,0,0,170,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,180,130,0,100,80,15,-70,-70,"normal","normal","normal","normal","normal","normal"
5130102,58,"",4800,150,0,0,0,200,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,195,150,0,200,70,18,-50,-50,"normal","normal","normal","normal","weak","normal"
5130103,52,"",3800,75,0,0,0,170,0,1,500,0,0,0,10.0,0,0,0,0,0,0,172,120,0,80,80,20,-30,-30,"normal","normal","normal","normal","normal","normal"
5130104,55,"",4600,50,0,20,0,170,0,1,800,0,0,0,10.0,0,0,0,0,0,0,165,120,175,120,100,20,-10,-10,"normal","normal","normal","normal","normal","normal"
5130105,56,"",4400,40,0,0,0,180,0,1,500,0,0,0,10.0,0,0,0,0,0,0,155,180,0,190,130,27,-10,-10,"normal","normal","normal","normal","weak","normal"
5130106,56,"",4400,40,0,0,0,0,0,1,500,0,0,0,10.0,0,0,0,0,0,0,155,180,0,190,130,27,-10,-10,"normal","normal","normal","normal","weak","normal"
5130107,57,"undead",4500,110,0,0,0,190,0,1,800,0,0,0,10.0,0,0,0,0,0,0,165,165,185,180,135,25,-50,-50,"normal","normal","immune","normal","weak","normal"
5130108,57,"undead",4500,110,0,0,0,190,0,1,600,0,0,0,10.0,0,0,0,0,0,0,155,165,185,180,135,25,-30,-30,"normal","normal","immune","normal","weak","normal"
5140000,58,"",5800,100,50,2,0,220,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,170,200,205,220,150,25,0,0,"strong","weak","normal","normal","normal","normal"
5150000,59,"",6000,150,0,0,0,210,0,1,1100,0,0,0,10.0,0,0,0,0,0,0,200,160,190,220,100,20,-70,-70,"normal","normal","normal","normal","normal","normal"
5150001,57,"undead",4600,100,0,0,0,190,0,1,500,0,0,0,10.0,0,0,0,0,0,0,165,160,165,160,135,25,-45,-45,"normal","normal","normal","normal","weak","normal"
5200000,23,"",600,10,0,0,0,40,0,1,0,0,0,0,10.0,0,0,0,0,0,0,70,30,0,40,55,8,-10,-10,"normal","normal","normal","normal","normal","normal"
5200001,30,"",900,50,0,0,0,55,0,1,0,0,0,0,10.0,0,0,0,0,0,0,105,275,118,85,75,12,-20,-20,"strong","weak","normal","normal","normal","normal"
5200002,30,"",900,50,0,0,0,55,0,1,0,0,0,0,10.0,0,0,0,0,0,0,105,275,118,85,75,12,-20,-20,"weak","strong","normal","normal","normal","normal"
5220000,55,"boss,auto_aggro",25000,200,1250,10,0,1210,0,1,1000,0,0,0,10.0,0,0,0,1,5,0,165,120,175,120,100,20,-20,-20,"normal","normal","normal","normal","normal","normal"
5220001,55,"boss",4000,100,0,0,0,0,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,165,120,175,120,100,20,0,0,"normal","normal","normal","normal","normal","normal"
5220002,50,"boss,auto_aggro",9800,100,800,50,0,410,0,1,600,0,0,0,10.0,0,0,0,1,5,0,165,110,0,150,100,20,-30,-30,"normal","normal","normal","normal","normal","normal"
5220003,59,"boss,auto_aggro",21000,200,1200,50,0,650,0,1,1100,0,0,0,10.0,0,0,0,1,5,0,200,180,205,230,150,20,-30,-30,"normal","normal","normal","normal","normal","normal"
5220004,50,"boss",15000,200,0,0,0,425,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,180,150,200,150,150,27,-20,-20,"normal","normal","normal","normal","normal","normal"
5250000,55,"",4400,110,0,0,0,175,0,1,400,0,0,0,10.0,0,0,0,0,0,0,160,100,0,120,120,20,-40,-40,"normal","normal","normal","normal","normal","normal"
5250001,51,"",3600,40,0,0,0,142,0,1,500,0,0,0,10.0,0,0,0,0,0,0,170,255,0,200,80,15,-80,-80,"normal","normal","normal","normal","normal","normal"
5250002,57,"",4500,100,0,0,0,200,0,1,500,0,0,0,10.0,0,0,0,0,0,0,155,170,0,160,130,20,-20,-20,"normal","normal","normal","normal","normal","normal"
5300000,32,"",1000,40,0,0,0,60,0,1,1,0,0,0,10.0,0,0,0,0,0,0,110,45,0,70,65,13,-40,-40,"strong","weak","normal","normal","normal","normal"
5300001,33,"",1100,60,0,0,0,65,0,1,1,0,0,0,10.0,0,0,0,0,0,0,120,60,0,80,65,15,-40,-40,"normal","normal","normal","normal","weak","normal"
5300100,55,"flying",4000,90,0,0,0,175,0,1,500,0,0,0,10.0,0,0,0,0,0,0,170,100,0,200,150,20,0,0,"normal","normal","normal","normal","weak","normal"
5400000,35,"",1400,70,0,0,0,75,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,130,110,0,100,105,18,10,10,"strong","weak","normal","normal","normal","normal"
6090000,65,"boss,undead",11000,500,0,0,0,255,0,0,1000,0,0,1800,10.0,0,0,0,0,0,0,180,200,270,400,150,999,-30,-30,"normal","normal","normal","normal","normal","normal"
6090001,64,"boss",7700,200,0,0,0,250,0,0,800,0,0,1800,10.0,0,0,0,0,0,0,177,190,230,230,140,999,-50,-50,"normal","normal","normal","normal","normal","normal"
6090002,68,"boss,undead",12500,300,0,0,0,265,0,0,1300,0,0,1800,10.0,0,0,0,0,0,0,200,190,290,270,130,999,-20,-20,"normal","normal","normal","normal","normal","normal"
6090003,62,"boss,undead",6000,100,0,0,0,240,0,0,700,0,0,1800,10.0,0,0,0,0,0,0,185,170,200,130,80,999,-30,-30,"normal","normal","normal","normal","normal","normal"
6090004,63,"boss",7600,100,0,0,0,245,0,0,1000,0,0,1800,10.0,0,0,0,0,0,0,190,190,220,220,150,999,-30,-30,"normal","normal","normal","normal","normal","normal"
6110300,65,"",11000,80,0,0,0,255,0,1,0,0,0,0,10.0,0,0,0,0,0,0,182,170,270,245,110,24,-20,-20,"normal","normal","normal","normal","normal","normal"
6110301,68,"undead",13000,100,0,0,0,265,0,1,0,0,0,0,10.0,0,0,0,0,0,0,210,190,290,270,130,26,-20,-20,"normal","normal","normal","normal","normal","normal"
6130100,60,"",6000,120,0,0,0,220,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,200,190,220,220,150,22,0,0,"weak","strong","normal","normal","normal","normal"
6130101,60,"boss",20000,200,100,5,0,1200,0,0,1000,0,0,0,10.0,0,0,0,1,5,0,200,320,300,320,150,27,5,5,"normal","normal","normal","normal","normal","normal"
6130102,60,"",7200,100,0,0,0,420,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,167,210,0,225,200,30,60,60,"strong","weak","normal","normal","normal","normal"
6130103,60,"",7200,100,0,0,0,220,6130102,1,1000,0,0,0,10.0,0,0,0,0,0,0,167,210,0,225,200,30,60,60,"strong","weak","normal","normal","normal","normal"
6130104,35,"",14800,500,0,5,0,400,0,1,100,0,0,0,10.0,0,0,0,0,0,0,180,250,300,300,250,35,0,0,"normal","normal","normal","normal","strong","normal"
6130200,61,"",7400,80,0,0,0,230,0,1,1300,0,0,0,10.0,0,0,0,0,0,0,170,213,210,229,130,23,-30,-30,"normal","normal","normal","normal","normal","normal"
6130201,60,"",3500,100,0,0,0,0,0,1,400,0,0,0,10.0,0,0,0,0,0,0,165,170,0,180,150,38,-20,-20,"weak","normal","normal","normal","weak","normal"
6130202,60,"",7000,170,0,0,0,330,0,1,900,0,0,0,10.0,0,0,0,0,0,0,195,220,200,230,200,25,-40,-40,"strong","strong","normal","normal","weak","normal"
6130203,60,"",6500,100,0,0,0,225,0,1,700,0,0,0,10.0,0,0,0,0,0,0,180,200,0,230,150,22,-30,10,"normal","normal","normal","normal","normal","normal"
6130204,64,"",7800,100,0,0,0,250,0,1,800,0,0,0,10.0,0,0,0,0,0,0,180,190,230,230,140,25,-30,-30,"normal","normal","normal","normal","normal","normal"
6130207,62,"",7500,100,0,0,0,240,0,1,700,0,0,0,10.0,0,0,0,0,0,0,185,170,200,200,200,25,20,20,"normal","normal","normal","normal","normal","normal"
6130208,68,"",12500,100,0,0,0,265,0,1,1300,0,0,0,10.0,0,0,0,0,0,0,200,190,290,250,130,26,0,0,"normal","normal","normal","normal","normal","normal"
6130209,66,"",9000,200,0,0,0,255,0,1,1000,0,0,0,10.0,0,0,0,0,0,0,220,160,270,200,120,24,-30,-30,"normal","normal","normal","normal","normal","normal"
6220000,65,"boss,auto_aggro",31000,200,1400,50,0,810,0,1,1500,0,0,0,10.0,0,0,0,1,5,0,190,190,200,220,150,30,-30,-30,"normal","normal","normal","normal","normal","normal"
6220001,65,"boss,auto_aggro",36000,300,1500,50,0,940,0,1,5400,0,0,0,10.0,0,0,0,1,5,0,205,210,0,200,150,29,-40,-40,"normal","normal","normal","normal","normal","normal"
6230100,62,"",5500,100,0,0,0,240,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,210,180,0,130,100,20,30,30,"normal","normal","normal","normal","normal","normal"
6230101,63,"flying",20000,100,0,5,0,190,0,1,100,0,0,0,10.0,0,0,0,0,0,0,257,200,0,220,145,36,0,0,"normal","normal","normal","normal","normal","normal"
6230200,64,"",7800,80,0,0,0,250,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,177,220,0,240,210,31,60,60,"normal","normal","normal","normal","weak","normal"
6230201,64,"",7800,80,0,0,0,700,6230200,1,1500,0,0,0,10.0,0,0,0,0,0,0,177,220,0,240,210,31,60,60,"normal","normal","normal","normal","weak","normal"
6230300,66,"",9400,80,0,0,0,260,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,190,180,210,254,140,26,-30,-30,"normal","normal","normal","normal","normal","normal"
6230400,63,"undead",7600,100,0,2,0,245,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,190,190,220,215,140,25,-40,-40,"strong","normal","normal","strong","weak","normal"
6230401,63,"",7600,100,0,0,0,245,0,1,1200,0,0,0,10.0,0,0,0,0,0,0,190,190,200,220,170,25,0,0,"normal","normal","immune","normal","weak","normal"
6230500,67,"undead",11000,100,0,2,0,265,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,210,210,220,250,140,27,-40,-40,"immune","normal","normal","strong","weak","normal"
6230600,64,"",7700,130,0,0,0,250,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,210,200,230,230,150,25,0,0,"strong","weak","normal","normal","normal","normal"
6230601,68,"",13000,140,0,0,0,265,0,1,2000,0,0,0,10.0,0,0,0,0,0,0,220,205,250,250,170,27,0,0,"normal","normal","normal","normal","normal","normal"
6230602,63,"undead",7500,100,0,0,0,240,0,1,800,0,0,0,10.0,0,0,0,0,0,0,170,190,200,230,150,25,-45,-45,"normal","normal","normal","normal","weak","normal"
6300000,65,"",11000,80,50,2,0,255,0,1,2000,0,0,0,10.0,0,0,0,0,0,0,182,170,270,245,110,24,-50,-50,"strong","weak","normal","normal","normal","normal"
6300001,65,"",11000,80,50,2,0,390,6300000,1,2000,0,0,0,10.0,0,0,0,0,0,0,182,170,270,245,110,24,-50,-50,"strong","weak","normal","normal","normal","normal"
6300002,65,"",11000,80,50,2,0,455,6300000,1,2000,0,0,0,10.0,0,0,0,0,0,0,182,170,270,245,110,24,-50,-50,"strong","weak","normal","normal","normal","normal"
6300003,67,"flying",40000,700,0,5,0,210,0,1,100,0,0,0,10.0,0,0,0,0,0,0,310,270,435,410,165,37,0,0,"normal","normal","normal","normal","strong","normal"
6300004,66,"boss,flying",38000,600,0,5,5000,200,0,1,500,0,0,0,10.0,0,0,0,0,0,0,300,250,420,400,150,35,0,0,"immune","immune","strong","strong","strong","normal"
6300005,65,"boss,undead",35000,220,100,5,0,1500,0,0,1500,0,0,0,10.0,0,0,0,1,5,0,250,350,380,400,155,30,5,5,"normal","normal","normal","normal","normal","normal"
6300100,74,"",16000,120,0,0,0,340,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,290,340,320,330,165,27,-40,-40,"weak","strong","normal","normal","normal","normal"
6400000,68,"",13000,100,80,2,0,265,0,1,2000,0,0,0,10.0,0,0,0,0,0,0,210,190,290,270,130,26,-30,-30,"normal","normal","normal","normal","weak","normal"
6400001,68,"",13000,100,80,2,0,445,6400000,1,2000,0,0,0,10.0,0,0,0,0,0,0,210,190,290,270,130,26,-30,-30,"normal","normal","normal","normal","weak","normal"
6400002,68,"",13000,100,80,2,0,715,6400000,1,2000,0,0,0,10.0,0,0,0,0,0,0,210,190,290,270,130,26,-30,-30,"normal","normal","normal","normal","weak","normal"
6400003,69,"flying",60000,1000,0,5,0,240,0,1,100,0,0,0,10.0,0,0,0,0,0,0,372,320,565,530,170,40,0,0,"normal","normal","normal","normal","strong","normal"
6400004,70,"boss,flying",80000,1000,0,5,0,250,0,1,100,0,0,0,10.0,0,0,0,0,0,0,400,350,600,550,180,50,0,0,"immune","weak","strong","strong","strong","normal"
6400005,44,"boss",50000,500,20,5,0,10,8130100,0,3000,0,0,0,10.0,0,0,0,0,0,0,200,420,400,450,20,30,-20,-20,"normal","normal","immune","normal","weak","normal"
6400006,44,"boss",50000,500,20,5,0,10,8150000,0,3000,0,0,0,10.0,0,0,0,0,0,0,200,420,400,450,20,30,-20,-20,"normal","normal","immune","normal","weak","normal"
6400007,48,"boss,auto_aggro",2800,500,0,0,0,10,0,0,100,0,0,0,10.0,0,0,0,0,0,0,135,65,0,1200,180,1,-20,-20,"normal","normal","immune","normal","weak","normal"
6400008,55,"boss",30000,500,20,5,0,10,8130100,0,3000,0,0,0,10.0,0,0,0,0,0,0,160,420,240,450,180,30,-20,-20,"normal","normal","immune","normal","weak","normal"
6400009,55,"boss",28000,500,20,5,0,10,8150000,0,3000,0,0,0,10.0,0,0,0,0,0,0,180,420,240,450,180,30,-20,-20,"normal","normal","immune","normal","weak","normal"
6400100,77,"",19000,140,0,0,0,385,0,1,2000,0,0,0,10.0,0,0,0,0,0,0,310,400,340,410,170,28,-40,-40,"weak","strong","normal","normal","normal","normal"
7090000,75,"boss,undead",16000,500,0,0,0,350,0,0,1500,0,0,1800,10.0,0,0,0,0,0,0,300,550,380,290,130,999,-30,-30,"normal","normal","normal","normal","normal","normal"
7110300,75,"undead",16000,150,0,0,0,350,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,330,800,380,290,160,25,-30,-30,"normal","normal","normal","normal","normal","normal"
7110301,73,"",15500,240,0,0,0,320,0,1,1200,0,0,0,10.0,0,0,0,0,0,0,280,300,315,320,160,28,-35,-35,"normal","normal","normal","normal","normal","normal"
7120100,70,"boss",15000,150,20,5,0,330,0,27,1500,0,0,0,10.0,0,0,0,0,0,0,250,250,350,250,150,30,-20,-20,"normal","normal","normal","normal","normal","normal"
7120101,73,"boss",15000,150,20,5,0,330,0,27,1500,0,0,0,10.0,0,0,0,0,0,0,250,250,350,250,150,30,-20,-20,"normal","normal","normal","normal","normal","normal"
7120102,77,"boss",15000,150,20,5,0,330,0,27,1500,0,0,0,10.0,0,0,0,0,0,0,250,250,350,250,150,30,-20,-20,"normal","normal","normal","normal","normal","normal"
7120103,70,"",15000,100,0,0,0,338,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,210,250,320,260,165,26,0,0,"normal","normal","normal","normal","normal","normal"
7120104,71,"",15100,100,0,0,0,346,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,260,260,320,263,170,30,0,0,"normal","normal","normal","normal","normal","normal"
7120105,72,"",15200,100,0,0,0,354,0,1,1500,0,0,0,10.0,0,0,0,0,0,0,272,320,320,265,175,30,0,0,"normal","normal","normal","normal","normal","normal"
7120106,75,"",15000,150,20,5,0,330,0,27,1500,0,0,0,10.0,0,0,0,0,0,0,250,250,350,250,150,30,0,0,"normal","normal","normal","normal","normal","normal"
7120107,75,"",15000,150,20,5,0,330,0,27,1500,0,0,0,10.0,0,0,0,0,0,0,250,250,350,250,150,30,0,0,"normal","normal","normal","normal","normal","normal"
